The shortest path from 0 to each vertex is:
  v     Path 0->v
 81:    0 420 735 391 290 81 
 82:    0 286 526 237 663 82 
 83:    0 286 790 580 207 83 
 84:    0 286 526 467 84 
 85:    0 286 636 238 718 145 158 219 85 
 86:    0 278 363 538 86 
 87:    0 286 526 345 87 
 88:    0 420 735 391 486 529 88 
 89:    0 420 735 126 303 89 
 90:    0 286 748 295 90 
 91:    0 286 526 475 786 91 
 92:    0 278 6 730 92 
 93:    0 286 175 93 
 94:    0 420 735 247 368 21 94 
 95:    0 286 249 647 631 95 
 96:    0 286 772 798 96 
 97:    0 286 790 508 699 500 97 
 98:    0 420 652 98 
 99:    0 278 203 541 99 
100:    0 286 526 467 671 100 
101:    0 420 735 126 560 140 409 101 
102:    0 420 735 549 771 102 
103:    0 286 526 345 87 188 422 149 387 103 
104:    0 420 735 549 135 104 
105:    0 470 105 
106:    0 278 203 106 
107:    0 420 626 361 168 107 
108:    0 420 652 108 
109:    0 211 474 292 109 
110:    0 286 790 588 110 
111:    0 76 341 706 398 111 
112:    0 286 772 479 112 
113:    0 420 735 391 456 46 113 
114:    0 286 636 114 
115:    0 420 735 391 115 
116:    0 76 659 666 116 
117:    0 138 734 782 117 
118:    0 286 249 689 746 118 
119:    0 278 203 541 119 
120:    0 286 568 454 120 
121:    0 286 154 121 
122:    0 286 636 327 122 
123:    0 420 735 524 123 
124:    0 286 249 689 746 118 124 
125:    0 420 735 391 456 125 
126:    0 420 735 126 
127:    0 278 6 730 92 648 127 
128:    0 286 154 121 269 128 
129:    0 525 488 129 
130:    0 286 249 689 746 274 130 
131:    0 286 131 
132:    0 286 636 743 334 132 
133:    0 286 790 588 133 
134:    0 286 790 784 134 
135:    0 420 735 549 135 
136:    0 420 735 549 726 33 136 
137:    0 286 568 454 120 403 137 
138:    0 138 
139:    0 76 3 139 
140:    0 420 735 126 560 140 
141:    0 286 636 238 265 141 
142:    0 278 6 730 142 
143:    0 420 626 143 
144:    0 420 735 126 560 550 144 
145:    0 286 636 238 718 145 
146:    0 286 790 449 70 519 146 
147:    0 286 790 508 147 
148:    0 470 507 148 
149:    0 286 526 345 87 188 422 149 
150:    0 286 131 150 
151:    0 278 203 250 151 
152:    0 286 175 591 152 
153:    0 286 790 580 399 496 153 
154:    0 286 154 
155:    0 420 735 247 368 639 253 155 
156:    0 286 249 647 745 156 
157:    0 286 790 449 70 157 
158:    0 286 636 238 718 145 158 
159:    0 420 735 549 135 104 159 
160:    0 278 203 160 
161:    0 286 526 345 87 661 442 161 
162:    0 286 790 449 380 162 
163:    0 234 490 163 
164:    0 286 249 689 4 333 164 
165:    0 286 636 165 
166:    0 420 735 391 166 
167:    0 138 167 
168:    0 420 626 361 168 
169:    0 286 249 689 761 169 
170:    0 525 170 
171:    0 278 203 15 171 
172:    0 286 249 689 746 118 641 755 172 
173:    0 420 735 247 190 173 
174:    0 286 790 508 174 
175:    0 286 175 
176:    0 286 790 508 655 727 176 
177:    0 420 735 177 
178:    0 286 526 345 87 661 223 178 
179:    0 286 249 689 761 556 179 
180:    0 420 735 180 
181:    0 286 249 689 746 118 641 755 181 
182:    0 286 772 798 725 182 
183:    0 278 6 596 373 183 
184:    0 138 184 
185:    0 286 790 508 655 727 452 185 
186:    0 76 659 666 186 
187:    0 286 790 784 187 
188:    0 286 526 345 87 188 
189:    0 286 526 467 323 189 
190:    0 420 735 247 190 
191:    0 420 735 524 321 191 
192:    0 420 735 126 560 550 192 
193:    0 286 790 449 193 
194:    0 420 735 549 135 740 194 
195:    0 286 526 345 87 661 656 195 
196:    0 286 790 196 
197:    0 278 6 775 197 
198:    0 420 735 673 198 
199:    0 286 636 743 199 
200:    0 286 790 508 407 723 686 200 
201:    0 286 790 580 201 
202:    0 286 249 689 761 202 
203:    0 278 203 
204:    0 420 735 391 456 125 393 204 
205:    0 76 3 205 
206:    0 286 790 784 187 206 
207:    0 286 790 580 207 
208:    0 286 636 743 199 635 338 208 
209:    0 286 154 209 
210:    0 286 526 345 87 661 442 210 
211:    0 211 
212:    0 525 170 313 224 212 
213:    0 286 636 743 199 635 338 213 
214:    0 420 735 126 214 
215:    0 420 735 126 560 550 674 215 
216:    0 286 526 750 216 
217:    0 470 217 
218:    0 286 526 237 320 218 
219:    0 286 636 238 718 145 158 219 
220:    0 286 154 220 
221:    0 286 790 196 221 
222:    0 286 636 238 222 
223:    0 286 526 345 87 661 223 
224:    0 525 170 313 224 
225:    0 420 735 391 762 367 225 
226:    0 420 735 549 135 740 492 226 
227:    0 420 652 518 227 
228:    0 286 748 602 228 
229:    0 420 735 524 229 
230:    0 278 6 578 230 
231:    0 286 772 479 231 
232:    0 278 6 775 197 356 58 232 
233:    0 286 636 238 718 145 71 233 
234:    0 234 
235:    0 278 203 541 119 235 
236:    0 286 526 750 216 528 236 
237:    0 286 526 237 
238:    0 286 636 238 
239:    0 420 652 108 239 
240:    0 420 735 177 430 72 240 
241:    0 286 154 241 
242:    0 278 6 775 242 
243:    0 234 243 
244:    0 278 6 730 92 244 
245:    0 286 249 689 44 245 
246:    0 286 790 784 517 246 
247:    0 420 735 247 
248:    0 420 735 673 766 248 
249:    0 286 249 
250:    0 278 203 250 
251:    0 420 735 391 456 125 251 
252:    0 234 252 
253:    0 420 735 247 368 639 253 
254:    0 420 735 247 368 21 94 254 
255:    0 420 735 247 612 52 255 
256:    0 286 526 237 320 218 426 256 
257:    0 234 243 484 257 
258:    0 525 170 288 258 
259:    0 286 249 689 259 
260:    0 420 260 
261:    0 286 790 784 517 330 261 
262:    0 278 203 541 99 262 
263:    0 420 735 126 263 
264:    0 420 626 361 168 709 264 
265:    0 286 636 238 265 
266:    0 420 735 391 456 322 266 
267:    0 286 131 573 267 
268:    0 286 154 121 268 
269:    0 286 154 121 269 
270:    0 286 249 647 270 
271:    0 286 790 508 699 500 271 
272:    0 420 735 272 
273:    0 278 203 273 
274:    0 286 249 689 746 274 
275:    0 420 735 391 456 46 275 
276:    0 286 790 508 364 276 
277:    0 525 170 353 277 
278:    0 278 
279:    0 286 568 360 279 
280:    0 286 249 280 
281:    0 211 474 63 281 
282:    0 286 526 237 663 82 282 
283:    0 278 6 775 197 356 58 283 
284:    0 286 748 295 284 
285:    0 286 772 798 390 396 285 
286:    0 286 
287:    0 278 6 775 197 287 
288:    0 525 170 288 
289:    0 286 790 588 382 289 
290:    0 420 735 391 290 
291:    0 286 526 750 216 291 
292:    0 211 474 292 
293:    0 286 748 602 293 
294:    0 525 371 294 
295:    0 286 748 295 
296:    0 286 568 296 
297:    0 286 748 602 293 579 332 297 
298:    0 420 735 247 190 298 
299:    0 286 790 588 110 299 
300:    0 286 154 319 300 
301:    0 286 748 602 293 433 301 
302:    0 278 203 541 119 302 
303:    0 420 735 126 303 
304:    0 234 243 484 304 
305:    0 286 526 237 305 
306:    0 420 735 247 190 306 
307:    0 420 307 
308:    0 286 772 308 
309:    0 420 735 391 486 672 309 
310:    0 420 735 391 456 46 113 47 310 
311:    0 286 526 237 320 218 311 
312:    0 278 6 730 312 
313:    0 525 170 313 
314:    0 286 748 602 314 
315:    0 420 652 518 315 
316:    0 420 626 143 316 
317:    0 286 790 508 699 418 317 
318:    0 525 170 346 318 
319:    0 286 154 319 
320:    0 286 526 237 320 
321:    0 420 735 524 321 
322:    0 420 735 391 456 322 
323:    0 286 526 467 323 
324:    0 278 6 730 92 768 324 
325:    0 420 735 247 368 325 
326:    0 420 735 247 368 21 94 326 
327:    0 286 636 327 
328:    0 420 735 247 328 
329:    0 525 371 329 
330:    0 286 790 784 517 330 
331:    0 286 249 689 4 386 331 
332:    0 286 748 602 293 579 332 
333:    0 286 249 689 4 333 
334:    0 286 636 743 334 
335:    0 286 790 449 501 335 
336:    0 278 203 541 119 302 336 
337:    0 420 735 247 605 27 337 
338:    0 286 636 743 199 635 338 
339:    0 286 131 150 339 
340:    0 286 790 508 699 500 271 340 
341:    0 76 341 
342:    0 286 636 238 718 145 342 
343:    0 278 203 15 171 343 
344:    0 470 344 
345:    0 286 526 345 
346:    0 525 170 346 
347:    0 420 735 391 570 547 347 
348:    0 286 748 602 228 348 
349:    0 286 636 238 718 54 349 
350:    0 278 6 730 312 350 
351:    0 286 526 345 87 661 223 351 
352:    0 420 735 391 456 125 393 352 
353:    0 525 170 353 
354:    0 286 636 238 265 657 2 354 
355:    0 286 249 689 746 118 641 355 
356:    0 278 6 775 197 356 
357:    0 278 6 578 788 357 
358:    0 138 184 358 
359:    0 286 636 238 614 38 359 
360:    0 286 568 360 
361:    0 420 626 361 
362:    0 420 735 391 486 529 362 
363:    0 278 363 
364:    0 286 790 508 364 
365:    0 286 526 237 305 365 
366:    0 420 626 143 777 412 366 
367:    0 420 735 391 762 367 
368:    0 420 735 247 368 
369:    0 420 652 518 227 369 
370:    0 278 6 596 370 
371:    0 525 371 
372:    0 278 6 578 230 372 
373:    0 278 6 596 373 
374:    0 420 307 374 
375:    0 420 375 
376:    0 278 6 775 197 376 
377:    0 420 735 391 486 529 377 
378:    0 286 636 238 378 
379:    0 278 6 578 788 357 379 
380:    0 286 790 449 380 
381:    0 286 790 580 399 381 
382:    0 286 790 588 382 
383:    0 286 636 743 199 383 
384:    0 286 526 467 671 384 
385:    0 420 735 247 190 417 385 
386:    0 286 249 689 4 386 
387:    0 286 526 345 87 188 422 149 387 
388:    0 420 735 177 430 72 240 388 
389:    0 286 526 237 305 789 389 
390:    0 286 772 798 390 
391:    0 420 735 391 
392:    0 286 772 798 392 
393:    0 420 735 391 456 125 393 
394:    0 278 203 394 
395:    0 76 3 139 613 395 
396:    0 286 772 798 390 396 
397:    0 420 735 177 430 72 397 
398:    0 76 341 706 398 
399:    0 286 790 580 399 
400:    0 420 626 59 764 400 
401:    0 286 249 401 
402:    0 278 6 578 230 402 
403:    0 286 568 454 120 403 
404:    0 420 626 361 168 709 404 
405:    0 286 526 405 
406:    0 286 154 28 406 
407:    0 286 790 508 407 
408:    0 286 526 237 663 82 521 408 
409:    0 420 735 126 560 140 409 
410:    0 286 526 345 410 
411:    0 470 411 
412:    0 420 626 143 777 412 
413:    0 286 249 689 761 556 413 
414:    0 286 154 121 414 
415:    0 286 249 689 761 415 
416:    0 278 6 775 551 416 
417:    0 420 735 247 190 417 
418:    0 286 790 508 699 418 
419:    0 211 474 63 419 
420:    0 420 
421:    0 278 363 538 421 
422:    0 286 526 345 87 188 422 
423:    0 286 636 238 423 
424:    0 286 790 508 655 424 
425:    0 286 790 508 655 727 452 714 487 425 
426:    0 286 526 237 320 218 426 
427:    0 470 438 737 49 427 
428:    0 286 772 479 447 428 
429:    0 420 735 391 456 46 431 796 516 429 
430:    0 420 735 177 430 
431:    0 420 735 391 456 46 431 
432:    0 278 6 432 
433:    0 286 748 602 293 433 
434:    0 286 790 508 364 434 
435:    0 420 735 247 368 639 253 155 68 435 
436:    0 525 371 294 436 
437:    0 525 170 313 224 437 
438:    0 470 438 
439:    0 420 735 247 190 439 
440:    0 286 526 237 320 218 426 61 440 
441:    0 286 636 238 718 145 71 441 
442:    0 286 526 345 87 661 442 
443:    0 286 790 784 443 
444:    0 278 6 578 230 444 
445:    0 211 474 445 
446:    0 420 735 391 762 446 
447:    0 286 772 479 447 
448:    0 286 526 345 87 188 448 
449:    0 286 790 449 
450:    0 420 735 524 450 
451:    0 420 735 391 762 451 
452:    0 286 790 508 655 727 452 
453:    0 278 203 31 453 
454:    0 286 568 454 
455:    0 286 790 449 455 
456:    0 420 735 391 456 
457:    0 76 341 706 457 
458:    0 286 790 588 110 458 
459:    0 278 203 541 459 
460:    0 286 636 743 334 460 
461:    0 286 790 508 407 723 686 461 
462:    0 278 6 578 788 357 462 
463:    0 138 463 
464:    0 286 175 591 464 
465:    0 286 748 602 485 505 465 
466:    0 286 790 508 74 466 
467:    0 286 526 467 
468:    0 286 790 508 655 468 
469:    0 420 735 247 605 469 
470:    0 470 
471:    0 286 568 296 471 
472:    0 286 748 602 293 433 301 472 
473:    0 234 473 
474:    0 211 474 
475:    0 286 526 475 
476:    0 278 6 578 230 476 
477:    0 76 341 477 
478:    0 278 203 541 119 478 
479:    0 286 772 479 
480:    0 286 636 238 718 145 71 480 
481:    0 420 626 143 481 
482:    0 420 307 482 
483:    0 286 790 588 110 299 483 
484:    0 234 243 484 
485:    0 286 748 602 485 
486:    0 420 735 391 486 
487:    0 286 790 508 655 727 452 714 487 
488:    0 525 488 
489:    0 286 154 121 269 731 36 489 
490:    0 234 490 
491:    0 286 249 647 544 491 
492:    0 420 735 549 135 740 492 
493:    0 286 790 588 493 
494:    0 278 6 494 
495:    0 278 203 541 495 
496:    0 286 790 580 399 496 
497:    0 211 497 
498:    0 286 568 454 120 403 498 
499:    0 286 790 449 501 769 499 
500:    0 286 790 508 699 500 
501:    0 286 790 449 501 
502:    0 420 735 247 190 173 502 
503:    0 278 6 775 197 503 
504:    0 286 568 296 504 
505:    0 286 748 602 485 505 
506:    0 506 
507:    0 470 507 
508:    0 286 790 508 
509:    0 420 626 361 168 709 509 
510:    0 286 772 798 390 510 
511:    0 420 735 247 368 21 511 
512:    0 420 735 272 512 
513:    0 286 790 449 380 65 513 
514:    0 286 526 467 323 189 514 
515:    0 286 526 345 781 515 
516:    0 420 735 391 456 46 431 796 516 
517:    0 286 790 784 517 
518:    0 420 652 518 
519:    0 286 790 449 70 519 
520:    0 286 636 743 582 520 
521:    0 286 526 237 663 82 521 
522:    0 286 249 689 4 333 522 
523:    0 420 735 673 198 523 
524:    0 420 735 524 
525:    0 525 
526:    0 286 526 
527:    0 286 790 508 407 527 
528:    0 286 526 750 216 528 
529:    0 420 735 391 486 529 
530:    0 420 735 247 530 
531:    0 420 735 391 456 46 113 642 531 
532:    0 286 532 
533:    0 286 526 750 533 
534:    0 278 203 541 119 302 336 534 
535:    0 286 790 784 187 206 535 
536:    0 278 6 578 788 536 
537:    0 420 307 537 
538:    0 278 363 538 
539:    0 470 438 737 539 
540:    0 286 540 
541:    0 278 203 541 
542:    0 234 542 
543:    0 420 735 524 321 191 543 
544:    0 286 249 647 544 
545:    0 286 790 449 70 157 545 
546:    0 286 790 508 407 723 686 546 
547:    0 420 735 391 570 547 
548:    0 286 249 689 548 
549:    0 420 735 549 
550:    0 420 735 126 560 550 
551:    0 278 6 775 551 
552:    0 420 735 391 456 125 552 
553:    0 420 735 177 553 
554:    0 286 790 784 517 330 554 
555:    0 420 735 524 123 555 
556:    0 286 249 689 761 556 
557:    0 278 6 775 557 
558:    0 278 558 
559:    0 211 559 
560:    0 420 735 126 560 
561:    0 278 363 538 86 561 
562:    0 286 636 238 378 562 
563:    0 234 243 563 
564:    0 286 790 508 407 723 683 564 
565:    0 286 532 757 565 
566:    0 286 790 566 
567:    0 286 790 508 699 500 271 340 567 
568:    0 286 568 
569:    0 420 735 391 456 46 275 569 
570:    0 420 735 391 570 
571:    0 286 154 121 571 
572:    0 286 636 26 572 
573:    0 286 131 573 
574:    0 278 6 596 728 586 574 
575:    0 286 636 238 7 716 575 
576:    0 420 652 518 576 
577:    0 286 636 238 7 716 577 
578:    0 278 6 578 
579:    0 286 748 602 293 579 
580:    0 286 790 580 
581:    0 286 175 591 581 
582:    0 286 636 743 582 
583:    0 234 583 
584:    0 286 249 689 4 333 584 
585:    0 420 735 549 135 740 585 
586:    0 278 6 596 728 586 
587:    0 420 735 549 587 
588:    0 286 790 588 
589:    0 420 652 108 589 
590:    0 286 636 238 718 145 158 219 590 
591:    0 286 175 591 
592:    0 420 735 524 123 592 
593:    0 420 735 549 135 22 593 
594:    0 286 526 345 87 661 594 
595:    0 286 526 345 87 595 
596:    0 278 6 596 
597:    0 420 735 391 456 46 431 597 
598:    0 138 734 754 598 
599:    0 286 748 295 599 
600:    0 420 735 391 456 125 600 
601:    0 286 790 449 70 519 601 
602:    0 286 748 602 
603:    0 420 735 549 726 33 136 603 
604:    0 211 9 604 
605:    0 420 735 247 605 
606:    0 420 735 177 606 
607:    0 420 735 673 607 
608:    0 286 154 220 608 
609:    0 286 526 750 609 
610:    0 286 748 602 293 579 610 
611:    0 278 203 541 611 
612:    0 420 735 247 612 
613:    0 76 3 139 613 
614:    0 286 636 238 614 
615:    0 278 203 615 
616:    0 286 790 449 501 769 616 
617:    0 286 772 617 
618:    0 420 735 126 560 618 
619:    0 420 735 391 456 125 600 619 
620:    0 420 735 391 456 125 600 620 
621:    0 278 363 538 621 
622:    0 278 363 538 86 622 
623:    0 286 790 784 517 330 623 
624:    0 525 170 288 258 624 
625:    0 286 526 345 781 625 
626:    0 420 626 
627:    0 420 735 549 135 740 627 
628:    0 286 526 750 57 628 
629:    0 286 790 784 629 
630:    0 420 735 549 771 102 630 
631:    0 286 249 647 631 
632:    0 286 790 784 692 632 
633:    0 211 497 633 
634:    0 286 526 750 533 678 634 
635:    0 286 636 743 199 635 
636:    0 286 636 
637:    0 420 735 247 637 
638:    0 286 249 689 638 
639:    0 420 735 247 368 639 
640:    0 286 636 238 718 145 158 219 85 640 
641:    0 286 249 689 746 118 641 
642:    0 420 735 391 456 46 113 642 
643:    0 420 626 59 643 
644:    0 286 175 703 644 
645:    0 470 411 645 
646:    0 286 526 646 
647:    0 286 249 647 
648:    0 278 6 730 92 648 
649:    0 286 748 602 314 649 
650:    0 420 735 549 135 22 650 
651:    0 420 735 391 456 651 
652:    0 420 652 
653:    0 286 526 345 410 653 
654:    0 234 252 654 
655:    0 286 790 508 655 
656:    0 286 526 345 87 661 656 
657:    0 286 636 238 265 657 
658:    0 420 735 126 560 550 192 658 
659:    0 76 659 
660:    0 286 249 689 548 660 
661:    0 286 526 345 87 661 
662:    0 420 735 247 368 639 253 155 662 
663:    0 286 526 237 663 
664:    0 420 735 126 664 
665:    0 278 363 538 621 665 
666:    0 76 659 666 
667:    0 420 735 391 456 125 552 667 
668:    0 286 772 798 725 182 736 668 
669:    0 278 6 596 370 669 
670:    0 286 748 602 485 505 465 670 
671:    0 286 526 467 671 
672:    0 420 735 391 486 672 
673:    0 420 735 673 
674:    0 420 735 126 560 550 674 
675:    0 286 790 588 110 299 675 
676:    0 286 636 238 7 676 
677:    0 286 526 237 663 677 
678:    0 286 526 750 533 678 
679:    0 420 735 391 456 679 
680:    0 286 249 689 680 
681:    0 278 203 541 611 681 
682:    0 138 734 682 
683:    0 286 790 508 407 723 683 
684:    0 286 790 449 380 65 513 684 
685:    0 420 735 247 368 685 
686:    0 286 790 508 407 723 686 
687:    0 286 636 238 378 687 
688:    0 286 790 508 655 727 176 688 
689:    0 286 249 689 
690:    0 420 735 391 486 690 
691:    0 76 659 666 116 691 
692:    0 286 790 784 692 
693:    0 286 636 165 693 
694:    0 286 175 694 
695:    0 420 735 549 587 695 
696:    0 420 735 549 135 740 627 696 
697:    0 286 697 
698:    0 286 636 698 
699:    0 286 790 508 699 
700:    0 286 249 689 4 333 584 700 
701:    0 234 243 484 304 701 
702:    0 211 497 702 
703:    0 286 175 703 
704:    0 286 790 580 399 704 
705:    0 286 249 689 4 333 705 
706:    0 76 341 706 
707:    0 470 438 707 
708:    0 278 6 730 39 708 
709:    0 420 626 361 168 709 
710:    0 278 6 775 197 710 
711:    0 420 735 126 303 89 711 
712:    0 420 735 391 290 81 712 
713:    0 420 735 549 726 33 713 
714:    0 286 790 508 655 727 452 714 
715:    0 286 526 345 87 188 422 715 
716:    0 286 636 238 7 716 
717:    0 286 636 238 7 716 717 
718:    0 286 636 238 718 
719:    0 286 636 327 719 
720:    0 286 790 449 193 720 
721:    0 278 363 538 621 721 
722:    0 470 438 737 722 
723:    0 286 790 508 407 723 
724:    0 420 735 247 368 21 94 752 724 
725:    0 286 772 798 725 
726:    0 420 735 549 726 
727:    0 286 790 508 655 727 
728:    0 278 6 596 728 
729:    0 286 790 588 382 289 729 
730:    0 278 6 730 
731:    0 286 154 121 269 731 
732:    0 286 249 647 631 95 732 
733:    0 420 735 549 733 
734:    0 138 734 
735:    0 420 735 
736:    0 286 772 798 725 182 736 
737:    0 470 438 737 
738:    0 420 735 391 456 46 431 597 738 
739:    0 138 739 
740:    0 420 735 549 135 740 
741:    0 420 735 247 605 767 741 
742:    0 286 790 449 742 
743:    0 286 636 743 
744:    0 286 790 784 187 23 744 
745:    0 286 249 647 745 
746:    0 286 249 689 746 
747:    0 286 790 196 747 
748:    0 286 748 
749:    0 278 6 578 749 
750:    0 286 526 750 
751:    0 286 790 508 699 500 97 751 
752:    0 420 735 247 368 21 94 752 
753:    0 278 6 578 788 753 
754:    0 138 734 754 
755:    0 286 249 689 746 118 641 755 
756:    0 286 154 241 756 
757:    0 286 532 757 
758:    0 286 249 689 4 758 
759:    0 286 772 798 96 759 
760:    0 286 636 743 199 760 
761:    0 286 249 689 761 
762:    0 420 735 391 762 
763:    0 286 249 647 631 95 763 
764:    0 420 626 59 764 
765:    0 286 772 765 
766:    0 420 735 673 766 
767:    0 420 735 247 605 767 
768:    0 278 6 730 92 768 
769:    0 286 790 449 501 769 
770:    0 278 6 578 788 357 462 770 
771:    0 420 735 549 771 
772:    0 286 772 
773:    0 278 6 775 551 773 
774:    0 211 774 
775:    0 278 6 775 
776:    0 286 249 689 746 274 776 
777:    0 420 626 143 777 
778:    0 420 735 126 560 550 674 215 778 
779:    0 278 203 541 611 681 779 
780:    0 420 735 391 456 46 431 597 780 
781:    0 286 526 345 781 
782:    0 138 734 782 
783:    0 234 243 563 783 
784:    0 286 790 784 
785:    0 286 526 475 786 785 
786:    0 286 526 475 786 
787:    0 286 526 405 787 
788:    0 278 6 578 788 
789:    0 286 526 237 305 789 
790:    0 286 790 
791:    0 420 735 391 456 791 
792:    0 420 735 391 456 46 431 796 516 792 
793:    0 278 203 541 99 793 
794:    0 286 526 345 410 794 
795:    0 286 526 467 323 795 
796:    0 420 735 391 456 46 431 796 
797:    0 420 735 247 328 797 
798:    0 286 772 798 
799:    0 286 790 508 699 799 
