The shortest path from 0 to each vertex is:
  v     Path 0->v
303:    0 2539 327 3393 303 
304:    0 821 2530 304 
305:    0 821 1866 629 1787 305 
306:    0 2605 2608 306 
307:    0 821 3242 307 
308:    0 821 3379 1997 308 
309:    0 821 1866 629 2492 625 309 
310:    0 2539 127 1635 310 
311:    0 1163 2651 311 
312:    0 2220 1114 1909 48 312 
313:    0 821 3829 1481 3927 192 313 
314:    0 2605 1855 314 
315:    0 2220 1739 119 2231 315 
316:    0 3533 3998 2521 316 
317:    0 2714 2966 2248 317 
318:    0 2539 318 
319:    0 2539 925 2589 1312 1824 319 
320:    0 2539 925 1156 497 320 
321:    0 2714 655 3601 321 
322:    0 2539 618 1147 322 
323:    0 821 615 167 323 
324:    0 2539 127 3453 584 324 
325:    0 1954 3392 3832 1356 2325 325 
326:    0 1954 3749 242 1055 491 326 
327:    0 2539 327 
328:    0 821 615 659 1758 1588 328 
329:    0 821 1866 629 1977 1000 329 
330:    0 821 3829 470 494 330 
331:    0 821 3829 1481 136 786 331 
332:    0 821 3379 1997 332 
333:    0 2714 706 2778 333 
334:    0 2714 112 1489 1287 334 
335:    0 821 3829 3668 1822 335 
336:    0 2539 127 3453 584 324 336 
337:    0 2539 3420 506 337 
338:    0 2539 127 338 
339:    0 2714 112 894 339 
340:    0 2714 1501 270 169 340 
341:    0 2220 448 1723 1516 341 
342:    0 821 3829 1958 342 
343:    0 1954 545 343 
344:    0 2539 327 3411 344 
345:    0 2605 1855 1030 345 
346:    0 821 1866 629 893 346 
347:    0 821 3379 3359 347 
348:    0 1954 1987 348 
349:    0 1954 545 349 
350:    0 2605 3576 1418 350 
351:    0 2539 2756 3873 351 
352:    0 1954 3392 3832 1730 352 
353:    0 821 3379 1246 353 
354:    0 821 3379 1997 308 3752 354 
355:    0 2539 618 2783 355 
356:    0 821 3464 1632 220 356 
357:    0 3146 357 
358:    0 2605 1838 358 
359:    0 3533 2949 359 
360:    0 821 615 3235 360 
361:    0 278 3 361 
362:    0 2539 428 362 
363:    0 1954 3749 1279 2217 3973 363 
364:    0 2605 52 2261 364 
365:    0 2714 112 1489 1287 365 
366:    0 2539 127 3453 584 3410 366 
367:    0 3958 1111 1554 367 
368:    0 2539 3420 1906 368 
369:    0 2714 1127 369 
370:    0 2539 2756 2397 183 370 
371:    0 821 3379 1060 105 371 
372:    0 2539 127 338 2580 372 
373:    0 2714 1149 1228 2509 373 
374:    0 821 1866 11 374 
375:    0 2714 196 375 
376:    0 2539 925 1237 376 
377:    0 2605 52 5 377 
378:    0 821 3379 1060 30 378 
379:    0 3958 2994 379 
380:    0 821 1866 11 947 380 
381:    0 1954 3749 1279 381 
382:    0 821 1866 11 2683 382 
383:    0 1954 545 231 571 383 
384:    0 1954 3392 3832 1730 384 
385:    0 1954 3749 1279 1210 385 
386:    0 2539 3420 506 386 
387:    0 3533 2177 387 
388:    0 821 3829 1481 1370 388 
389:    0 1954 3749 500 1629 389 
390:    0 1954 3348 1599 390 
391:    0 821 391 
392:    0 821 1866 1239 392 
393:    0 286 3981 3853 393 
394:    0 2539 2756 394 
395:    0 1954 3749 1279 3864 900 395 
396:    0 2539 3102 396 
397:    0 3958 1111 3050 397 
398:    0 1954 3392 3792 398 
399:    0 286 3981 279 399 
400:    0 2539 3420 2679 3522 3332 400 
401:    0 2220 1114 3267 1219 401 
402:    0 2539 127 338 402 
403:    0 821 1866 121 2995 403 
404:    0 2539 3969 2029 404 
405:    0 821 1866 2262 405 
406:    0 2539 2756 3873 406 
407:    0 2714 2966 3109 407 
408:    0 2714 655 109 408 
409:    0 2714 196 3211 409 
410:    0 1954 1281 2088 410 
411:    0 821 1866 11 739 411 
412:    0 2539 127 2782 412 
413:    0 821 3379 194 413 
414:    0 2605 1855 1938 2980 414 
415:    0 1954 1281 1313 2130 415 
416:    0 821 615 3425 416 
417:    0 2605 1838 421 417 
418:    0 2539 3969 2029 418 
419:    0 3533 3998 1466 419 
420:    0 420 
421:    0 2605 1838 421 
422:    0 2714 1127 422 
423:    0 2605 2392 3087 237 423 
424:    0 3958 202 424 
425:    0 821 3829 470 1898 425 
426:    0 1954 3392 236 426 
427:    0 2539 327 3989 2491 427 
428:    0 2539 428 
429:    0 821 3379 1060 429 
430:    0 821 3829 1481 1370 430 
431:    0 2220 448 3530 2059 431 
432:    0 2605 1855 884 2999 432 
433:    0 2539 618 2365 501 648 433 
434:    0 2714 196 375 434 
435:    0 420 1608 435 
436:    0 2539 3420 1906 436 
437:    0 2605 2392 1079 437 
438:    0 2539 618 2450 3399 3286 438 
439:    0 2714 1149 1165 439 
440:    0 2220 3757 440 
441:    0 2714 196 3268 441 
442:    0 3533 2949 442 
443:    0 286 3468 1224 443 
444:    0 821 3464 1302 444 
445:    0 2539 913 3043 445 
446:    0 821 1866 629 3538 3406 446 
447:    0 1954 3749 461 447 
448:    0 2220 448 
449:    0 821 615 3425 416 449 
450:    0 821 3464 450 
451:    0 821 3379 3359 451 
452:    0 2714 1149 452 
453:    0 2714 196 717 453 
454:    0 821 1866 629 1787 454 
455:    0 1954 545 455 
456:    0 2539 3420 1906 230 456 
457:    0 2714 1149 1165 457 
458:    0 3533 731 458 
459:    0 1954 459 
460:    0 821 1866 629 3026 3833 460 
461:    0 1954 3749 461 
462:    0 2220 462 
463:    0 2539 3420 463 
464:    0 2714 2744 3180 464 
465:    0 1954 3392 101 465 
466:    0 2714 2304 1564 466 
467:    0 2539 925 1237 467 
468:    0 2714 2966 468 
469:    0 821 1866 121 469 
470:    0 821 3829 470 
471:    0 2605 2078 471 
472:    0 2539 618 595 2347 472 
473:    0 2220 1114 3267 473 
474:    0 2539 925 1156 474 
475:    0 286 543 475 
476:    0 2539 618 2450 3399 476 
477:    0 2714 1149 477 
478:    0 2539 913 224 478 
479:    0 821 1866 1212 1980 2331 479 
480:    0 2714 196 1074 480 
481:    0 2539 2756 1941 481 
482:    0 2539 3969 3565 2675 482 
483:    0 2539 3420 2679 2853 483 
484:    0 821 3829 1481 2768 484 
485:    0 2605 1855 884 485 
486:    0 2539 925 3894 486 
487:    0 3533 2429 487 
488:    0 286 2684 3558 672 488 
489:    0 821 615 3235 489 
490:    0 286 2684 222 490 
491:    0 1954 3749 242 1055 491 
492:    0 2539 127 3453 2153 492 
493:    0 821 3829 3668 1948 493 
494:    0 821 3829 470 494 
495:    0 915 3651 495 
496:    0 2539 3969 2029 2317 496 
497:    0 2539 925 1156 497 
498:    0 2539 925 1237 3193 498 
499:    0 2539 127 1635 3948 499 
500:    0 1954 3749 500 
501:    0 2539 618 2365 501 
502:    0 821 3379 1411 712 502 
503:    0 2605 3576 1100 503 
504:    0 2714 2966 3109 407 504 
505:    0 1954 3749 1279 505 
506:    0 2539 3420 506 
507:    0 2539 925 1156 497 507 
508:    0 1954 3392 101 508 
509:    0 2539 127 1038 509 
510:    0 2220 1114 3440 1360 510 
511:    0 821 3379 1060 2348 511 
512:    0 821 3829 2464 512 
513:    0 2714 1127 513 
514:    0 3533 1427 2426 514 
515:    0 1954 3392 101 1732 515 
516:    0 420 3691 2780 516 
517:    0 1954 3392 573 517 
518:    0 2539 3969 2029 2317 518 
519:    0 2220 519 
520:    0 821 2790 520 
521:    0 3533 3274 521 
522:    0 2539 127 338 2580 522 
523:    0 2605 3576 523 
524:    0 286 524 
525:    0 2539 3420 3650 770 525 
526:    0 821 1866 11 947 526 
527:    0 1954 3392 3832 2497 151 527 
528:    0 821 3379 1411 2674 528 
529:    0 2714 1127 3828 529 
530:    0 2220 519 530 
531:    0 2539 3420 2679 531 
532:    0 2714 1501 532 
533:    0 2539 925 1237 968 533 
534:    0 821 3829 1481 961 1041 534 
535:    0 2539 618 2450 3399 535 
536:    0 2539 618 1647 2046 254 536 
537:    0 286 2684 1236 537 
538:    0 821 1866 121 2995 538 
539:    0 2539 925 1156 3133 539 
540:    0 2220 1066 1494 540 
541:    0 821 1866 121 2554 541 
542:    0 3958 202 542 
543:    0 286 543 
544:    0 3533 226 544 
545:    0 1954 545 
546:    0 2220 818 3438 2403 546 
547:    0 2714 196 3268 547 
548:    0 1954 3392 784 548 
549:    0 2539 127 1635 3529 549 
550:    0 2714 112 550 
551:    0 821 1866 629 3561 551 
552:    0 1954 1281 3126 552 
553:    0 2539 925 553 
554:    0 821 3829 809 3068 554 
555:    0 821 3829 2719 1886 555 
556:    0 2539 2950 556 
557:    0 2539 127 1635 1035 863 557 
558:    0 1954 3392 3832 2478 558 
559:    0 2539 2756 1941 559 
560:    0 821 3829 470 1898 1256 560 
561:    0 420 3691 920 561 
562:    0 2539 3420 2679 2853 562 
563:    0 821 3829 809 3068 563 
564:    0 1954 3392 1435 564 
565:    0 821 2790 969 565 
566:    0 1954 3749 1279 3864 566 
567:    0 2539 567 
568:    0 2714 112 3825 568 
569:    0 2605 2392 569 
570:    0 2539 3969 3565 570 
571:    0 1954 545 231 571 
572:    0 2539 127 338 2580 572 
573:    0 1954 3392 573 
574:    0 821 3829 470 494 574 
575:    0 821 1866 11 3108 575 
576:    0 2539 428 708 576 
577:    0 1954 1281 3555 3279 1797 577 
578:    0 821 1866 629 578 
579:    0 2539 618 2844 1753 1491 579 
580:    0 2539 925 3894 1196 580 
581:    0 2714 1149 1228 581 
582:    0 1954 1281 3555 3279 582 
583:    0 821 3242 624 583 
584:    0 2539 127 3453 584 
585:    0 3533 1427 1835 148 585 
586:    0 1954 3392 1454 801 586 
587:    0 3533 2429 702 587 
588:    0 1954 1281 20 588 
589:    0 2539 925 3152 589 
590:    0 821 3242 624 590 
591:    0 2714 1127 422 591 
592:    0 2539 3420 260 1272 592 
593:    0 1954 3348 1599 593 
594:    0 821 615 659 950 594 
595:    0 2539 618 595 
596:    0 1954 3749 1279 1342 596 
597:    0 821 1866 629 2492 597 
598:    0 821 3379 1060 598 
599:    0 821 615 3425 416 599 
600:    0 2714 1501 600 
601:    0 2539 3969 3164 601 
602:    0 821 3829 1481 136 602 
603:    0 2539 618 2365 1916 603 
604:    0 2539 925 1237 968 604 
605:    0 3958 605 
606:    0 821 3829 1958 606 
607:    0 821 3379 1411 1300 607 
608:    0 821 3242 3220 608 
609:    0 821 1866 11 2683 382 609 
610:    0 286 2684 610 
611:    0 2714 2304 2888 611 
612:    0 1954 3392 101 465 3092 612 
613:    0 2539 3969 2029 2317 2027 613 
614:    0 2539 925 1156 3473 614 
615:    0 821 615 
616:    0 1954 1281 3555 3035 176 616 
617:    0 3533 1427 617 
618:    0 2539 618 
619:    0 821 615 659 2186 1616 619 
620:    0 2714 1127 513 620 
621:    0 2539 925 2589 1312 621 
622:    0 2714 1501 1820 850 622 
623:    0 1954 1281 3555 1093 623 
624:    0 821 3242 624 
625:    0 821 1866 629 2492 625 
626:    0 3533 626 
627:    0 286 3981 279 627 
628:    0 2605 1855 1938 628 
629:    0 821 1866 629 
630:    0 1954 3749 500 630 
631:    0 821 1866 629 631 
632:    0 1954 3749 1569 632 
633:    0 821 3829 1481 961 2250 633 
634:    0 2714 112 1489 634 
635:    0 3533 1382 635 
636:    0 2605 1838 3466 636 
637:    0 2605 2608 637 
638:    0 2714 196 1074 638 
639:    0 2539 428 639 
640:    0 2539 327 3411 2296 640 
641:    0 821 3829 3668 641 
642:    0 821 1866 629 3561 1071 642 
643:    0 2605 3576 2755 643 
644:    0 2539 618 2844 1745 644 
645:    0 2220 3757 440 645 
646:    0 2539 618 1147 322 646 
647:    0 821 3829 3668 647 
648:    0 2539 618 2365 501 648 
649:    0 1954 1987 649 
650:    0 2220 1066 650 
651:    0 2220 1114 1909 1578 651 
652:    0 2539 618 595 652 
653:    0 821 615 2081 1268 653 
654:    0 2714 1127 513 654 
655:    0 2714 655 
656:    0 2714 1127 656 
657:    0 1954 1281 2230 657 
658:    0 821 1866 629 1532 658 
659:    0 821 615 659 
660:    0 2605 2392 660 
661:    0 2714 2966 3823 661 
662:    0 286 31 662 
663:    0 821 3829 3668 1015 663 
664:    0 2605 3576 274 664 
665:    0 821 3379 1411 1300 665 
666:    0 2714 112 1489 1819 666 
667:    0 2539 3420 1499 667 
668:    0 1954 1281 2230 668 
669:    0 2220 1114 1909 195 669 
670:    0 821 3829 670 
671:    0 1954 1281 671 
672:    0 286 2684 3558 672 
673:    0 2539 618 2365 2000 673 
674:    0 2539 3420 1906 230 1477 674 
675:    0 821 3379 1411 1233 675 
676:    0 2539 925 2589 2707 676 
677:    0 1954 3392 1435 677 
678:    0 2539 618 1647 1679 678 
679:    0 2605 52 2261 679 
680:    0 821 1866 11 739 680 
681:    0 1954 3749 1569 681 
682:    0 821 3829 1121 682 
683:    0 2539 3420 2679 244 683 
684:    0 2539 925 2589 2707 684 
685:    0 1954 3749 1279 3864 685 
686:    0 2714 686 
687:    0 2714 112 894 339 687 
688:    0 2539 3420 924 688 
689:    0 286 3981 141 689 
690:    0 2220 1739 697 690 
691:    0 2605 2608 637 691 
692:    0 821 3829 1481 692 
693:    0 2539 3420 2679 1291 693 
694:    0 2714 2304 3544 694 
695:    0 1954 545 349 695 
696:    0 420 3691 696 
697:    0 2220 1739 697 
698:    0 2539 925 3894 1196 1324 698 
699:    0 821 3829 3668 1948 699 
700:    0 2539 3420 1906 2833 1322 700 
701:    0 2539 3102 2799 701 
702:    0 3533 2429 702 
703:    0 2539 127 3453 735 703 
704:    0 2539 3420 1906 704 
705:    0 2714 1127 513 705 
706:    0 2714 706 
707:    0 2220 462 707 
708:    0 2539 428 708 
709:    0 2539 3420 2679 2853 562 709 
710:    0 2539 127 338 1817 710 
711:    0 2539 428 711 
712:    0 821 3379 1411 712 
713:    0 821 615 659 1758 1588 713 
714:    0 821 3379 1997 714 
715:    0 821 3379 1411 3117 715 
716:    0 2539 925 3851 716 
717:    0 2714 196 717 
718:    0 2714 2304 2654 718 
719:    0 821 615 3726 2936 719 
720:    0 2539 618 2365 1916 720 
721:    0 821 615 3726 1845 721 
722:    0 2539 925 1156 474 764 722 
723:    0 2539 327 3339 723 
724:    0 2539 2756 3873 1178 724 
725:    0 2220 448 725 
726:    0 2220 2849 2987 1379 726 
727:    0 2539 618 2365 3375 727 
728:    0 2539 127 3453 1335 2019 728 
729:    0 821 615 2081 729 
730:    0 2539 618 2365 1916 720 730 
731:    0 3533 731 
732:    0 3533 1130 732 
733:    0 2714 2966 975 733 
734:    0 1954 3749 3051 734 
735:    0 2539 127 3453 735 
736:    0 2220 1114 3440 736 
737:    0 1954 545 3262 737 
738:    0 3958 738 
739:    0 821 1866 11 739 
740:    0 2714 112 1489 740 
741:    0 2220 741 
742:    0 3533 2429 742 
743:    0 1954 1281 1182 743 
744:    0 821 3829 3668 744 
745:    0 2539 618 1147 322 1935 745 
746:    0 821 1866 1212 1062 1036 746 
747:    0 2605 2392 3941 747 
748:    0 821 1866 11 3108 1394 748 
749:    0 821 3242 749 
750:    0 2539 618 2450 3399 750 
751:    0 2539 925 3932 751 
752:    0 2539 618 1647 752 
753:    0 821 1866 1212 753 
754:    0 2539 913 3043 754 
755:    0 2539 925 2589 755 
756:    0 2714 2966 3109 756 
757:    0 2220 2849 1460 757 
758:    0 2539 428 639 758 
759:    0 2220 448 759 
760:    0 2220 448 1723 760 
761:    0 2539 3420 1906 230 1477 761 
762:    0 1954 1281 3555 3035 176 762 
763:    0 821 3829 1481 1370 763 
764:    0 2539 925 1156 474 764 
765:    0 1954 765 
766:    0 2714 1501 3630 766 
767:    0 821 1866 121 767 
768:    0 821 3379 1060 768 
769:    0 2605 2392 2438 769 
770:    0 2539 3420 3650 770 
771:    0 915 771 
772:    0 821 615 3425 416 599 772 
773:    0 2539 3420 1906 2076 773 
774:    0 2320 3278 774 
775:    0 1954 2119 775 
776:    0 2539 2756 2397 183 776 
777:    0 2220 1739 777 
778:    0 2605 3576 274 778 
779:    0 2320 3278 774 779 
780:    0 2220 1114 3440 2769 780 
781:    0 2220 1739 777 781 
782:    0 2539 127 1038 1528 782 
783:    0 2539 127 1635 2020 783 
784:    0 1954 3392 784 
785:    0 821 3829 3668 1948 1052 785 
786:    0 821 3829 1481 136 786 
787:    0 2539 2720 787 
788:    0 2714 196 717 788 
789:    0 2605 1855 186 789 
790:    0 2539 3969 3565 2323 790 
791:    0 2220 448 1723 791 
792:    0 1954 3749 1279 1342 596 792 
793:    0 2220 448 1723 1516 793 
794:    0 821 3464 1632 220 3767 794 
795:    0 821 3829 2464 1139 795 
796:    0 1954 545 349 796 
797:    0 2539 2905 32 797 
798:    0 2714 1149 1165 457 798 
799:    0 1954 3749 3070 1782 799 
800:    0 2714 2966 800 
801:    0 1954 3392 1454 801 
802:    0 2714 196 3211 802 
803:    0 821 3242 2360 803 
804:    0 2539 925 1156 3473 804 
805:    0 3533 2872 805 
806:    0 821 1866 1239 392 806 
807:    0 2539 3969 3072 3290 807 
808:    0 1954 1281 3126 2294 808 
809:    0 821 3829 809 
810:    0 821 3379 1411 3771 810 
811:    0 278 3523 2622 811 
812:    0 2539 127 1635 1537 812 
813:    0 821 1866 11 947 813 
814:    0 2539 925 2221 814 
815:    0 1954 1281 671 2512 815 
816:    0 821 3379 816 
817:    0 821 3829 470 1898 817 
818:    0 2220 818 
819:    0 2539 618 2844 881 819 
820:    0 821 3878 989 820 
821:    0 821 
822:    0 2539 127 3453 3190 822 
823:    0 2539 2756 266 823 
824:    0 821 3242 3672 824 
825:    0 2605 2392 867 825 
826:    0 2539 3420 2679 1904 826 
827:    0 3533 1154 827 
828:    0 2539 618 2844 828 
829:    0 1954 1281 2230 668 829 
830:    0 2539 618 2450 830 
831:    0 2539 618 2844 1801 831 
832:    0 2539 913 1666 232 832 
833:    0 821 615 659 1271 833 
834:    0 2605 1855 1645 834 
835:    0 3958 835 
